,registro_funcional,num_vinculo,dc_cargo_base,grupo_cargo_base,nivel_cargo_base,segmento_cargo_base,referencia_cargo_comissao,relacao_juridica,qt_hora_jornada_semanal,dc_orgao,qtd_servidores_orgao,ano_nascimento,sexo,raca,pessoa_com_deficiencia,vl_remuneracao_base_mensal,vl_outro_elemento_remuneracao,vl_remuneracao_total_bruta,cedido,tempo_exercicio_dias
2576,8104492,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA LAPA,174.0,1985,F,BRANCA,NAO,8309.1,412.23,8721.33,False,2999
2577,8104506,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,SUBPREFEITURA ITAIM PAULISTA,183.0,1959,F,BRANCA,NAO,8988.95,196.3,9185.25,False,2999
2578,8104611,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DAS SUBPREFEITURAS,509.0,1959,M,BRANCA,NAO,8309.1,1797.08,10106.18,False,3009
2579,8104689,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE HABITACAO,247.0,1985,F,BRANCA,NAO,8953.46,412.23,9365.69,False,2999
2580,8104701,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA MOOCA,192.0,1972,M,BRANCA,NAO,8309.1,,8309.1,True,2999
2581,8104719,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA PINHEIROS,153.0,1988,F,BRANCA,NAO,8309.1,412.23,8721.33,False,2999
2582,8104727,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA PINHEIROS,153.0,1960,M,BRANCA,NAO,8309.1,3231.32,11540.42,False,2999
2583,8104760,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,PROCURADORIA GERAL DO MUNICIPIO,795.0,1983,F,BRANCA,NAO,8309.1,412.23,8721.33,False,2999
2584,8104786,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,SUBPREFEITURA PIRITUBA,167.0,1959,F,BRANCA,NAO,8917.48,1898.48,10815.96,False,2999
2585,8104794,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,SUBPREFEITURA BUTANTA,122.0,1985,F,BRANCA,NAO,8810.28,2271.92,11082.2,False,2999
2586,8104808,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,SUBPREFEITURA CIDADE ADEMAR,91.0,1975,M,BRANCA,NAO,8810.28,412.23,9222.51,False,2999
2587,8104816,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DAS SUBPREFEITURAS,509.0,1987,F,BRANCA,NAO,8309.1,1581.15,9890.25,False,2999
2588,8104824,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1983,F,BRANCA,NAO,8309.1,235.56,8544.66,False,2999
2589,8104905,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1980,M,BRANCA,NAO,8309.1,4566.78,12875.88,False,2997
2590,8104913,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1977,M,BRANCA,NAO,8309.1,412.23,8721.33,False,2999
2591,8104948,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1989,M,BRANCA,NAO,8309.1,412.23,8721.33,False,2962
2592,8104972,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA LAPA,174.0,1958,F,BRANCA,NAO,8309.1,1600.78,9909.88,False,2999
2593,8105057,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1967,F,BRANCA,NAO,8309.1,412.23,8721.33,False,2999
2594,8105090,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1984,F,BRANCA,NAO,9025.07,412.23,9437.3,False,2999
2595,8105120,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,SUBPREFEITURA SE,277.0,1986,F,BRANCA,NAO,8900.35,412.23,9312.58,False,2999
2596,8105138,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA ARICANDUVA/FORMOSA/CARRAO,163.0,1987,F,PRETA,NAO,8309.1,412.23,8721.33,False,2999
2597,8105146,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1986,M,BRANCA,NAO,8309.1,412.23,8721.33,True,2999
2598,8105162,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,SUBPREFEITURA JABAQUARA,122.0,1990,M,BRANCA,NAO,8810.28,412.23,9222.51,False,2998
2599,8105171,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA VILA MARIANA,152.0,1958,F,BRANCA,NAO,8309.1,2003.51,10312.61,False,2999
2600,8105235,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,SUBPREFEITURA SANTANA/TUCURUVI,183.0,1988,F,BRANCA,NAO,8810.28,412.23,9222.51,False,2999
2601,8105243,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS15,EFETIVO,40,SUBPREFEITURA M'BOI MIRIM,109.0,1980,F,PARDA,NAO,9627.3,1725.91,11353.21,False,2998
2602,8105251,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA MOOCA,192.0,1985,F,BRANCA,NAO,8309.1,294.45,8603.55,False,2998
2603,8105324,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS12,EFETIVO,40,SUBPREFEITURA CAPELA DO SOCORRO,127.0,1970,F,AMARELA,NAO,9156.58,1742.03,10898.61,False,2997
2604,8105341,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA ITAQUERA,205.0,1984,F,BRANCA,NAO,8391.09,412.23,8803.32,False,2997
2605,8105359,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE HABITACAO,247.0,1980,F,AMARELA,NAO,8309.1,,8309.1,False,2997
2606,8105511,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA PINHEIROS,153.0,1981,M,BRANCA,NAO,7989.49,1211.43,9200.92,False,2997
2607,8105600,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA LAPA,174.0,1973,F,BRANCA,NAO,8309.1,412.23,8721.33,False,2997
2608,8105618,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DAS SUBPREFEITURAS,509.0,1983,F,BRANCA,NAO,8309.1,2121.29,10430.39,False,2997
2609,8105634,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DAS SUBPREFEITURAS,509.0,1968,F,BRANCA,NAO,8309.1,412.23,8721.33,False,2999
2610,8105961,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE HABITACAO,247.0,1984,F,BRANCA,NAO,8810.28,412.23,9222.51,False,2997
2611,8105979,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,PROCURADORIA GERAL DO MUNICIPIO,795.0,1973,M,BRANCA,NAO,8309.1,412.23,8721.33,False,2997
2612,8105987,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA VILA MARIANA,152.0,1984,M,BRANCA,NAO,8309.1,412.23,8721.33,False,2997
2613,8105995,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1981,F,BRANCA,NAO,8309.1,1581.15,9890.25,False,2997
2614,8106002,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1983,F,AMARELA,NAO,7989.49,1142.91,9132.4,False,2996
2615,8106011,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1962,F,BRANCA,NAO,8309.1,412.23,8721.33,False,2996
2616,8106231,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,SUBPREFEITURA SE,277.0,1988,F,BRANCA,NAO,8810.28,412.23,9222.51,False,2996
2617,8106258,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA SANTANA/TUCURUVI,183.0,1959,M,BRANCA,NAO,8309.1,1964.25,10273.35,False,2996
2618,8106266,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1957,F,BRANCA,NAO,8309.1,412.23,8721.33,False,2996
2619,8106665,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1979,F,BRANCA,NAO,8309.1,1178.42,9487.52,False,2990
2620,8106738,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,SUBPREFEITURA SAO MATEUS,178.0,1971,F,BRANCA,NAO,8917.48,412.23,9329.71,False,2983
2621,8106746,1,AUDITOR FISCAL TRIBUTARIO MUNICIPAL,QPAT,I,GESTAO TRIBUTARIA,,EFETIVO,44,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1984,M,BRANCA,NAO,19632.93,8222.44,27855.37,False,2983
2622,8106843,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OB,236.0,1980,M,BRANCA,NAO,8309.1,412.23,8721.33,False,2983
2623,8106886,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,PROCURADORIA GERAL DO MUNICIPIO,795.0,1958,M,BRANCA,NAO,8810.28,412.23,9222.51,False,2984
2624,8106991,1,AUDITOR FISCAL TRIBUTARIO MUNICIPAL,QPAT,I,GESTAO TRIBUTARIA,,EFETIVO,44,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1970,M,BRANCA,NAO,24175.55,20864.3,45039.85,False,2983
2625,8107033,1,AUDITOR FISCAL TRIBUTARIO MUNICIPAL,QPAT,I,GESTAO TRIBUTARIA,DAS14,EFETIVO,44,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1976,M,BRANCA,NAO,21071.42,10167.48,31238.9,False,2983
2626,8107050,1,AUDITOR FISCAL TRIBUTARIO MUNICIPAL,QPAT,I,GESTAO TRIBUTARIA,,EFETIVO,44,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1977,M,BRANCA,NAO,20109.74,8930.13,29039.87,False,2983
2627,8107092,1,AUDITOR FISCAL TRIBUTARIO MUNICIPAL,QPAT,I,GESTAO TRIBUTARIA,ATC-1,EFETIVO,44,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1981,F,NAO INFORMADO,NAO,19632.83,17709.4,37342.23,False,2983
2628,8107106,1,AUDITOR FISCAL TRIBUTARIO MUNICIPAL,QPAT,I,GESTAO TRIBUTARIA,ATC-4,EFETIVO,44,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1971,M,BRANCA,NAO,24175.55,9692.69,33868.24,False,2982
2629,8107157,1,AUDITOR FISCAL TRIBUTARIO MUNICIPAL,QPAT,I,GESTAO TRIBUTARIA,,EFETIVO,44,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1980,M,BRANCA,NAO,19866.87,7922.96,27789.83,False,2983
2630,8108099,1,AUDITOR FISCAL TRIBUTARIO MUNICIPAL,QPAT,I,GESTAO TRIBUTARIA,,EFETIVO,44,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1986,M,BRANCA,NAO,19640.92,8549.19,28190.11,False,2977
2631,8108854,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1977,F,BRANCA,NAO,9025.07,412.23,9437.3,False,2984
2632,8108901,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1989,F,BRANCA,NAO,9025.07,412.23,9437.3,False,2985
2633,8108919,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,PROCURADORIA GERAL DO MUNICIPIO,795.0,1964,F,BRANCA,NAO,8309.1,412.23,8721.33,False,2981
2634,8108951,1,AUDITOR FISCAL TRIBUTARIO MUNICIPAL,QPAT,I,GESTAO TRIBUTARIA,,EFETIVO,44,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1986,M,NAO INFORMADO,NAO,18563.17,7922.96,26486.13,False,2974
2635,8109630,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1991,M,NAO INFORMADO,NAO,7011.95,2749.55,9761.5,False,2970
2636,8109770,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1962,F,AMARELA,NAO,8309.1,412.23,8721.33,False,2962
2637,8109877,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1951,F,BRANCA,NAO,8309.1,412.23,8721.33,False,2961
2638,8110115,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA SANTANA/TUCURUVI,183.0,1964,F,BRANCA,NAO,8309.1,412.23,8721.33,False,2971
2639,8110140,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1981,F,BRANCA,NAO,8953.46,412.23,9365.69,False,2982
2640,8110573,1,AUDITOR FISCAL TRIBUTARIO MUNICIPAL,QPAT,I,GESTAO TRIBUTARIA,,EFETIVO,44,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1983,M,BRANCA,NAO,19881.33,8872.18,28753.51,False,2961
2641,8110972,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1979,F,BRANCA,NAO,8309.1,1797.08,10106.18,False,2960
2642,8111049,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1973,F,BRANCA,NAO,8309.1,1964.25,10273.35,False,2943
2643,8111090,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1987,F,BRANCA,NAO,8309.1,2808.96,11118.06,False,2955
2644,8111138,1,AUDITOR FISCAL TRIBUTARIO MUNICIPAL,QPAT,I,GESTAO TRIBUTARIA,,EFETIVO,44,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1980,M,BRANCA,NAO,20983.98,7870.81,28854.79,False,2956
2645,8111201,1,AUDITOR FISCAL TRIBUTARIO MUNICIPAL,QPAT,I,GESTAO TRIBUTARIA,,EFETIVO,44,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1970,M,BRANCA,NAO,18340.22,7870.81,26211.03,True,2956
2646,8111405,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA CAMPO LIMPO,158.0,1955,F,BRANCA,NAO,8391.09,314.08,8705.17,False,2982
2647,8111618,2,ANALISTA POLITICAS PUBLICAS GESTAO GOVERNAMENTAL,QPGG,I,,,EFETIVO,40,GABINETE DO PREFEITO,865.0,1983,M,BRANCA,NAO,10687.98,412.23,11100.21,False,1886
2648,8111685,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA PENHA,186.0,1961,F,BRANCA,NAO,8551.61,412.23,8963.84,False,2954
2649,8111740,1,AUDITOR FISCAL TRIBUTARIO MUNICIPAL,QPAT,I,GESTAO TRIBUTARIA,,EFETIVO,44,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1965,M,AMARELA,NAO,18340.22,7870.81,26211.03,False,2950
2650,8112134,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1962,M,BRANCA,NAO,8309.1,412.23,8721.33,False,2947
2651,8112142,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA JACANA/TREMEMBE,159.0,1959,F,AMARELA,NAO,8391.09,412.23,8803.32,False,2950
2652,8112932,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,SUBPREFEITURA JACANA/TREMEMBE,159.0,1988,F,PARDA,NAO,8917.48,412.23,9329.71,False,2942
2653,8113271,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,AGRONOMIA,,EFETIVO,40,SUBPREFEITURA IPIRANGA,138.0,1967,M,BRANCA,NAO,8309.1,412.23,8721.33,False,2935
2654,8113645,2,ANALISTA POLITICAS PUBLICAS GESTAO GOVERNAMENTAL,QPGG,I,,,EFETIVO,40,SECRETARIA MUNICIPAL DE SEGURANCA URBANA,6156.0,1984,M,PARDA,NAO,10687.98,412.23,11100.21,False,1884
2655,8113947,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA LAPA,174.0,1987,F,BRANCA,NAO,9454.65,412.23,9866.88,False,2929
2656,8116580,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1981,M,NAO INFORMADO,NAO,7011.95,1105.99,8117.94,False,2922
2657,8116733,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1977,M,PARDA,NAO,7289.46,294.45,7583.91,False,2914
2658,8116989,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1979,M,NAO INFORMADO,NAO,7339.03,1419.47,8758.5,False,2908
2659,8117403,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1982,M,NAO INFORMADO,NAO,7289.46,1065.13,8354.59,False,2904
2660,8117616,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1974,F,NAO INFORMADO,NAO,7339.03,1439.1,8778.13,False,2900
2661,8118612,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1984,M,PRETA,NAO,7289.46,412.23,7701.69,False,2912
2662,8121664,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE HABITACAO,247.0,1989,F,BRANCA,NAO,8953.46,412.23,9365.69,False,2873
2663,8122636,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1976,M,NAO INFORMADO,NAO,7339.03,15816.99,23156.02,False,2891
2664,8123853,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DAS SUBPREFEITURAS,509.0,1979,F,BRANCA,NAO,8309.1,,8309.1,True,2870
2665,8124418,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1973,F,BRANCA,NAO,7011.95,1364.96,8376.91,False,2848
2666,8124558,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1980,M,BRANCA,NAO,7716.44,1112.57,8829.01,False,2848
2667,8124566,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1989,F,BRANCA,NAO,7061.52,974.63,8036.15,False,2848
2668,8126135,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1980,M,NAO INFORMADO,NAO,7011.95,1675.99,8687.94,False,2844
2669,8126143,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1987,M,PRETA,NAO,7215.11,412.23,7627.34,False,2841
2670,8144435,2,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,BIBLIOTECONOMIA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1990,F,BRANCA,NAO,6610.1,1297.98,7908.08,False,919
2671,8147299,2,ANALISTA POLITICAS PUBLICAS GESTAO GOVERNAMENTAL,QPGG,I,,,EFETIVO,40,SECRETARIA MUNICIPAL DE DIREITOS HUMANOS E CIDADAN,285.0,1991,F,PARDA,NAO,10083.0,412.23,10495.23,False,1540
2672,8166277,1,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,I,CIENCIAS CONTABEIS,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1978,F,BRANCA,NAO,7582.14,412.23,7994.37,False,2558
2673,8166323,1,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,I,CIENCIAS CONTABEIS,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1961,F,AMARELA,NAO,7438.93,412.23,7851.16,False,2562
2674,8166340,1,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,I,CIENCIAS CONTABEIS,,EFETIVO,40,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1977,F,AMARELA,NAO,6937.6,412.23,7349.83,False,2577
2675,8166358,1,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,I,CIENCIAS CONTABEIS,,EFETIVO,40,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1985,F,BRANCA,NAO,6937.6,412.23,7349.83,False,2543
